asset,event_id,event_title,source_sheet,panel,source_kind,creator,credit,sha256
aubm_v4_continental_state,9280000,Compatibility Review: V4 Campaign State,tools/art_sources/v4_events/sheet_01_foundation.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,bcb7f72560927632f93e82f5d8cf13144cc2739dc5f23e75feeadd80673a386b
aubm_v4_grand_strategy,9281432,Kabul Offers a Neutral Corridor,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281433,Kabul Refuses Transit,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281434,India Requests Full Wartime Transit,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281435,Afghanistan Maintains Strict Neutrality,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281436,Afghanistan Has Ceased to Exist,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_china_interior,9281440,The Indian Mission Reaches Urumqi,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9281441,India Seeks a Xinjiang Corridor from China,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
Stalin_5YPlan,9281442,India Seeks Access Through Soviet Xinjiang,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
aubm_v4_china_interior,9281443,The Urumqi Corridor Opens,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9281444,Urumqi Offers Commerce Without Troops,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9281445,The Urumqi Mission Is Refused,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_china_interior,9281446,The Eastern Cooperation Window Reopens,tools/art_sources/v4_events/sheet_15_china_and_burma.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,deb68ee9f738372c48688beba899547de37c3885d2ab8e588099c663d4629f00
aubm_v4_barbarossa_reaction,9281450,Enter the Anti-German War Independently,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
Stalin_5YPlan,9281451,India Enters the War Under Separate Command,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
aubm_v4_barbarossa_reaction,9281452,Moscow Accepts Separate Indian Command,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281453,Moscow Demands a Formal Alliance,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281454,Moscow Refuses Operational Coordination,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_burma_road_refugees,9281455,Propose Eastern Anti-Japanese Cooperation,tools/art_sources/v4_events/sheet_15_china_and_burma.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,b1a59fb615fea723ac88e10644b0bb8dcc7cb8c926f2b2b914cff768eba273af
Stalin_5YPlan,9281456,India Proposes an Eastern Cooperation Charter,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
aubm_v4_burma_road_refugees,9281457,Moscow Supports the Eastern Command,tools/art_sources/v4_events/sheet_15_china_and_burma.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,b1a59fb615fea723ac88e10644b0bb8dcc7cb8c926f2b2b914cff768eba273af
aubm_v4_burma_road_refugees,9281458,Moscow Claims Primacy in Xinjiang,tools/art_sources/v4_events/sheet_15_china_and_burma.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,b1a59fb615fea723ac88e10644b0bb8dcc7cb8c926f2b2b914cff768eba273af
aubm_v4_burma_road_refugees,9281459,Moscow Refuses the Eastern Charter,tools/art_sources/v4_events/sheet_15_china_and_burma.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,b1a59fb615fea723ac88e10644b0bb8dcc7cb8c926f2b2b914cff768eba273af
aubm_v4_grand_strategy,9281460,The Persian Gate Is Secured,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_barbarossa_reaction,9281461,Indian Forces Reach Baku,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281462,The Caucasus Front Becomes a Continental Victory,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_grand_strategy,9281463,The Mountain Gate Is Open,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_barbarossa_reaction,9281464,India Reaches Samarkand and Tashkent,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_barbarossa_reaction,9281465,The Central Asian Command Is Decisive,tools/art_sources/v4_events/sheet_16_widening_war.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,ce8aeb1b02e67aa832862bdfc36363cae6c3888ff6a5e6c38885fecdf2a9e098
aubm_v4_burma_road_refugees,9281466,Imphal and Rangoon Hold,tools/art_sources/v4_events/sheet_15_china_and_burma.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,b1a59fb615fea723ac88e10644b0bb8dcc7cb8c926f2b2b914cff768eba273af
aubm_v4_burma_road_refugees,9281467,The Burma Road Is Secure,tools/art_sources/v4_events/sheet_15_china_and_burma.png,2,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,b1a59fb615fea723ac88e10644b0bb8dcc7cb8c926f2b2b914cff768eba273af
aubm_v4_china_war_deepens,9281468,India Shapes the War in China,tools/art_sources/v4_events/sheet_15_china_and_burma.png,1,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,9176c778d305212cdd37fef530913600086995a88090edf9f2fa88990645e948
aubm_v4_grand_strategy,9281470,The Central Asian Settlement,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
Stalin_5YPlan,9281471,India Proposes Sovereign Central Asian Republics,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
Stalin_5YPlan,9281472,India Demands Central Asian Protectorates,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
Stalin_5YPlan,9281473,India Requests Retained Central Asian Bases,tools/art_sources/v4_events/sheet_19_legacy_war_and_soviet.png,3,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,91525ba6fd74d728506e1fe135ce69e6d638c6108cdd6f52356458db442d7978
aubm_v4_grand_strategy,9281474,A Sovereign Central Asian Charter,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281475,Moscow Demands Joint Guarantees,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281476,Moscow Refuses a Central Asian Settlement,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281477,The Indian Central Asian Protectorates,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
aubm_v4_grand_strategy,9281478,Moscow Counters with Sovereign Republics,tools/art_sources/v4_events/sheet_17_wartime_strategy.png,4,generated alternate-history reconstruction,OpenAI image generation,Original AI-assisted reconstruction created for A Union Before Midnight; not an archival photograph,560bca56a53bbd64186d473a1a86b7253b04390b911f274a75218d9edd7290f4
